Filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Label
uji_13.png,0,0,0,0,0,0,0,4,14,18,20,24,26,28,28,30,32,32,33,34,34,34,34,34,34,34,34,34,34,34,34,32,32,30,30,28,26,25,22,20,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,20,23,25,27,28,30,31,32,33,33,34,34,34,35,35,35,35,34,34,34,33,33,32,31,30,28,27,26,23,20,17,13,0,0,0,0,0,0,0,0,
uji_14.png,0,0,0,0,8,15,19,20,23,25,27,29,30,32,32,33,34,35,35,35,35,35,35,35,35,35,34,33,33,32,31,29,29,26,25,21,20,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,19,22,23,26,27,28,31,32,33,33,34,34,35,35,35,35,35,35,35,35,34,34,33,32,31,30,27,26,24,22,18,17,11,0,0,0,0,0,0,0,0,0,0,0,0,
uji_15.png,0,0,8,16,21,25,28,29,32,33,36,37,39,40,40,42,42,43,44,44,45,45,45,46,46,46,45,45,45,45,44,44,43,42,42,40,40,38,36,36,33,31,28,27,24,20,15,5,0,0,0,3,14,20,24,27,30,30,33,34,37,38,40,40,42,42,43,44,44,44,45,45,46,46,46,46,46,45,44,44,44,44,42,42,41,40,39,38,35,34,32,30,26,25,20,16,10,0,0,0,
uji_16.png,0,0,0,0,0,0,0,0,0,0,0,0,3,13,15,20,23,25,27,29,31,31,32,33,34,35,35,35,35,35,35,35,35,35,35,35,34,33,32,31,29,29,27,25,23,20,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,20,23,25,27,29,31,31,32,33,34,35,35,35,35,36,36,36,35,35,35,35,34,33,32,31,29,29,27,25,23,20,17,11,0,0,
uji_17.png,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uji_18.png,0,0,0,0,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,0,0,0,
uji_19.png,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,0,0,0,0,0,
uji_20.png,0,0,2,3,5,7,9,10,12,13,15,17,19,20,22,24,26,27,29,31,33,34,36,38,39,39,37,35,33,32,30,29,27,25,23,21,20,18,16,15,13,11,9,8,6,4,3,0,0,0,0,0,0,2,3,4,5,6,7,9,10,11,12,14,14,16,17,18,19,20,21,22,24,25,26,27,28,30,30,32,33,34,35,37,38,39,40,41,42,44,45,45,0,0,0,0,0,0,0,0,
uji_21.png,0,0,0,0,0,0,0,0,0,0,1,3,4,6,7,9,11,13,15,17,18,19,21,23,25,24,22,21,18,18,15,14,12,10,8,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,6,7,10,11,11,13,14,15,16,17,18,19,20,21,23,24,26,27,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,
uji_22.png,0,0,0,0,0,1,2,3,4,6,7,8,9,14,18,25,24,23,23,25,27,27,29,31,31,30,29,27,26,25,24,22,23,23,24,21,18,12,8,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,1,3,4,4,5,6,7,9,10,11,12,12,24,36,39,37,35,33,31,29,27,25,23,20,20,20,21,21,21,23,23,20,18,15,12,8,5,0,0,0,0,0,0,0,0,0,
uji_23.png,0,0,2,3,4,6,7,8,9,9,10,16,24,30,29,28,28,28,29,31,32,34,35,38,38,38,36,35,33,31,31,29,27,28,28,29,28,29,25,19,13,10,9,8,7,5,3,2,1,0,0,0,2,3,4,5,6,6,8,8,10,11,12,13,13,14,19,34,44,46,45,43,42,40,38,36,34,31,28,27,25,25,25,25,26,26,27,27,27,28,24,20,16,15,11,8,5,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
